,Domain,Similarity to TV,Similarity to Legal,Similarity to Web
0,Web,0.014558895060132193,0.03014416415311414,0.03617354180112095
1,Web,0.021714413721061053,0.021615919934340873,0.028699382021778613
2,Web,0.010928660930852258,0.010383357525294387,0.015779459098359587
3,Web,0.06965130723493458,0.051705086792631375,0.06258101689950321
4,Web,0.051540509838727856,0.06002690546495877,0.05143675226461891
5,Web,0.0519384840961721,0.06678546220560415,0.07479538415282279
6,Web,0.06378859429490732,0.08505803334588666,0.08107796534476107
7,Web,0.04672715815757646,0.04804496052375099,0.04999329755684206
8,Web,0.0332825717215538,0.04896492458332792,0.06587315811155786
9,Web,0.05448952039306456,0.05708297203049225,0.0624455843151999
10,Web,0.050757706036152636,0.04577521200735622,0.0696610280988072
11,Web,0.0427529039095461,0.05577181268506213,0.06617945808799837
12,Web,0.0412288233551025,0.06710805561338555,0.05952689489172016
13,Web,0.06573965765632686,0.04980773915898972,0.06261442870722544
14,Web,0.0697691400824472,0.04437101387417361,0.06083976946223483
15,Web,0.020280349119395868,0.020178029060970788,0.03435550647723529
16,Web,0.036080551278493515,0.04805104150258169,0.0530130368374412
17,Web,0.06208091159121223,0.04213242401968552,0.04712181609525567
18,Web,0.05032527381109546,0.07161570995591011,0.07321230202419135
19,Web,0.034263107458261145,0.0422573387008841,0.053394443289128304
20,Web,0.026064464867046944,0.051201351023661426,0.061121975753847924
21,Web,0.04736530280376748,0.048974656324392976,0.05449220115567706
22,Web,0.018163534385924527,0.0400290615145742,0.04133173425238438
23,Web,0.047194655247558205,0.05501852386036319,0.05462193341715462
24,Web,0.05998746270162604,0.07042438160607464,0.07161841524619751
25,Web,0.016343905925920443,0.025078036871349813,0.0324313801950981
26,Web,0.06859198144653149,0.047031045472469606,0.06720045363737928
27,Web,0.0454084937357063,0.03577881523102345,0.05464879194783227
28,Web,0.05172971006138195,0.05363864175016827,0.07726090597835782
29,Web,0.05956604242652169,0.055915257576415356,0.06435572251776875
30,Web,0.05208119496974543,0.054669329485975936,0.0597689108150522
31,Web,0.04919247486603658,0.06002286210638811,0.07052940914116756
32,Web,0.05618578943098389,0.06741179110987985,0.07900283513049777
33,Web,0.04949628397720721,0.05611311885005059,0.08483577625227909
34,Web,0.05224583609538071,0.07009013316544146,0.07341695371251473
35,Web,0.05633077475120814,0.07418206649484944,0.06877509072525226
36,Web,0.05499367180284219,0.05119469858474916,0.07675419615395676
37,Web,0.021120185244241158,0.021413515372405226,0.0259465262713899
38,Web,0.028443483932925347,0.02864300057761716,0.03259358875992616
39,Web,0.051132878300229466,0.04733657431452186,0.06596297953583
40,Legal,0.02276513608426367,0.18997157496432293,0.05149040984083185
41,Legal,0.03173507447323063,0.18453389067143205,0.052425807501407795
42,Legal,0.02359922287609774,0.15158003709360196,0.03720793743975729
43,Legal,0.02870155085396272,0.16313556925448686,0.04564564064354291
44,Legal,0.027190704819288546,0.15080016907147226,0.05326574267785215
45,Legal,0.009671382049450141,0.07629847191669269,0.01890398388797544
46,Legal,0.03758851150673366,0.1477213885718299,0.06148058334023434
47,Legal,0.03507700604034269,0.2595800900870297,0.07007403670563146
48,Legal,0.0372941231514113,0.2955299224225218,0.05347306231558748
49,Legal,0.033812139113197914,0.1945022972298481,0.05421574261508957
50,Legal,0.031188207188395538,0.1333085159584561,0.0507355493462434
51,Legal,0.026379178273376307,0.1924057558579073,0.050016014450465066
52,Legal,0.027886600354647167,0.16336063374237852,0.04568879762755332
53,Legal,0.033807968886588866,0.1612580593248033,0.05788634906093727
54,Legal,0.03211903617102133,0.1728030813119378,0.046474843072967134
55,Legal,0.028203399999555557,0.17431132723041823,0.05651361023103585
56,Legal,0.04021208106137327,0.20762730377335598,0.05453034503872186
57,Legal,0.03196094616175391,0.21518959010531752,0.0597409293595446
58,Legal,0.021173572122758347,0.15350690907451542,0.03443522420382582
59,Legal,0.032443981079913795,0.17714055913335608,0.05171932580991767
60,Legal,0.031085168043854777,0.20990328804209138,0.06181057618645367
61,Legal,0.02878859789940728,0.19708566452808976,0.05558461195071983
62,Legal,0.010902268390222774,0.10512824301953752,0.02305211180030283
63,Legal,0.04461518450632477,0.17979851334281177,0.05956959818631778
64,Legal,0.02236669169158699,0.16752461703325744,0.049593085174691263
65,Legal,0.03649872735433278,0.2025319526552402,0.05609786533181371
66,Legal,0.04064942004908858,0.19005057981350382,0.05858293872993768
67,Legal,0.03551571442503468,0.15111895278293547,0.05401867509402362
68,Legal,0.03132030256755074,0.15709364715126936,0.04714241673630022
69,Legal,0.025734848700273566,0.15673342714140784,0.05367112976939823
70,Legal,0.02301296821217009,0.17445519109681892,0.037341342131939195
71,Legal,0.00930406133307329,0.06709936404348889,0.01800194724223025
72,Legal,0.006175303466947068,0.08606135357212044,0.016027627247532327
73,Legal,0.04233517307438579,0.20553563266743208,0.06566658959452906
74,Legal,0.04378792426848436,0.21169019387409058,0.059703190063588374
75,Legal,0.012159463828556014,0.08521729239534437,0.02095760889866406
76,Legal,0.034462420242660254,0.14222185406151394,0.050840885344874576
77,Legal,0.04227699746663179,0.1822696432142873,0.056327955936352744
78,Legal,0.0294596038626505,0.1484759096097766,0.044939506888096295
79,Legal,0.031131517318941586,0.20615787271327238,0.052150655351754914
80,TV,0.07335039444299121,0.053774547731281166,0.07343457873173019
81,TV,0.0482317836830101,0.023661472985969167,0.035410107262735455
82,TV,0.07531069010010502,0.01985206496466855,0.03742484583050165
83,TV,0.0791891292819998,0.04256385992299768,0.07266568194020326
84,TV,0.07228512454010252,0.029500678946974924,0.04073846566275251
85,TV,0.07604021850828478,0.03743345522507245,0.04546671969382308
86,TV,0.09548426013717651,0.04372594324517947,0.06115889878102541
87,TV,0.06753056636026539,0.034246312548059335,0.048236411339445465
88,TV,0.06948629226227233,0.041403830865472606,0.04788663478417017
89,TV,0.08870539975370001,0.035482574002728084,0.055040698129322926
90,TV,0.08175372249843996,0.03185969171449664,0.04846537155593777
91,TV,0.06501948355680771,0.04010477920100417,0.056354545723506046
92,TV,0.08639614152524697,0.030096114763956704,0.0457375401804836
93,TV,0.09025168901525424,0.03591754370624351,0.06370984667902874
94,TV,0.07574614608489452,0.01765910662695167,0.03024183195791233
95,TV,0.03847238155046949,0.026881142606437654,0.033210054827364235
96,TV,0.061166142111562,0.03277983718150978,0.04374659443378588
97,TV,0.07764559682470773,0.02137174660277751,0.02506347214579503
98,TV,0.08882759053303996,0.03516163140575923,0.046210912633089345
99,TV,0.0797632507285757,0.025015315298198233,0.038580443392727766
100,TV,0.10815539251142522,0.03568430639399683,0.06471928778265143
