,Domain,Similarity to TV,Similarity to Legal,Similarity to Web
0,Web,0.186324292963547,0.4939711230103815,0.40936470065031366
1,Web,0.12455504894140992,0.5671505847414737,0.43825392902835575
2,Web,0.15305989095012767,0.508267896895805,0.4260105023347503
3,Web,0.16967134394077618,0.48950078127475705,0.34311285223910015
4,Web,0.21464919776527885,0.3866683405271336,0.3321894627599423
5,Web,0.1476227068740839,0.5184254807096302,0.3709441534874476
6,Web,0.12651818731186912,0.37956322580097773,0.31757723399008364
7,Web,0.20700548336853716,0.3656228598815277,0.3074752288419703
8,Web,0.21213447434046132,0.4366428128407464,0.29797668020363155
9,Web,0.18117705161857559,0.5391473595812585,0.3514465670280532
10,Web,0.15405120478363146,0.42856479583246615,0.36818321190014036
11,Web,0.10536329960843878,0.28941583614986055,0.22880295775189596
12,Web,0.216921206166821,0.4151857252395762,0.30923994297891083
13,Web,0.20374620243043876,0.2905503564638008,0.2501179487522003
14,Web,0.13091647770825995,0.5024499858949502,0.35753514455180635
15,Web,0.21011726516920254,0.3841469352675252,0.3025824225177422
16,Web,0.17759586021950424,0.4960732637775325,0.381761661075788
17,Web,0.23713555613437892,0.45118906452112323,0.3417509107807513
18,Web,0.15628643733812164,0.3298181925024593,0.24758200750373013
19,Web,0.09822228095126964,0.34275464675248224,0.25166743334912667
20,Web,0.18029422380747545,0.5215734857597613,0.42894150395883707
21,Web,0.10456274386666538,0.27601771155217975,0.2507627778175475
22,Web,0.2666393111556229,0.29773016270844177,0.28180739919845565
23,Web,0.168993093790768,0.59542244273637,0.42373693282525415
24,Web,0.26188201037217,0.511179949183917,0.37818735604992093
25,Web,0.14047315385648734,0.43032456571715,0.27668859182683636
26,Web,0.1911740356237553,0.4128648889089159,0.3229564282283641
27,Web,0.17284016359859267,0.3955553466884528,0.329926728939028
28,Web,0.06483288711425912,0.09970510698283949,0.11477539469709201
29,Web,0.18510277560345195,0.24594153123033508,0.1959065946591168
30,Web,0.27980991997712557,0.44420309676797487,0.4169907895128621
31,Web,0.1318311270380544,0.2602927587757276,0.2186228129487066
