,Domain,Similarity to TV,Similarity to Legal,Similarity to Web
0,Web,0.13125390730817704,0.20007815880098917,0.1664669038391689
1,Web,0.12143440223345711,0.13321202859557896,0.17595102740554064
2,Web,0.1904451353200424,0.217437105479631,0.16021647156947574
3,Web,0.045113173987165946,0.07027496607715009,0.07300495491771626
4,Web,0.10617544883410415,0.1332303630527255,0.11769651267125995
5,Web,0.12417516185945236,0.21325691452107934,0.2264459741699106
6,Web,0.09161850385063705,0.1511973540968012,0.1580957009508262
7,Web,0.12300928560101902,0.27143404481531486,0.2661301971139289
8,Web,0.1307433251759375,0.23638493382549775,0.1925179469756428
9,Web,0.15041835245577628,0.2720577157359875,0.2400808538783062
10,Web,0.06691447823462969,0.09047619684288663,0.08624456844825357
11,Web,0.1363986205088514,0.1445890341896648,0.13178352969306628
12,Web,0.09111181367112955,0.16142655074014284,0.14202788996159374
13,Web,0.1182853091702962,0.2454603355030902,0.21848399041851688
14,Web,0.10830790881376709,0.13712750981086655,0.13802624019376272
15,Web,0.06355082298963625,0.15768047025559592,0.1829032319098985
16,Web,0.004705690994254164,0.007291691090452755,0.008121044083388247
17,Web,0.2364650667114288,0.34910564990927107,0.27551331242765326
18,Web,0.09214183550910791,0.19855580510538445,0.2001093484954624
19,Web,0.07566980272523723,0.12055367318944546,0.10278676681095893
20,Web,0.13328925375674375,0.12730097426200374,0.13726595546353013
21,Web,0.14070390102512959,0.19018566839243617,0.21225623905868246
22,Web,0.09714022391438185,0.16250391097845948,0.14357180191064023
23,Web,0.11011382189775906,0.26923833165778566,0.18247435859961003
24,Web,0.029558515411481173,0.05683126630969706,0.05978916423450396
25,Web,0.1467071063686289,0.23072912364636164,0.16021195946767497
26,Web,0.11559908907747585,0.13489910338956743,0.11340468616430835
27,Web,0.017203105262975478,0.07702343675926168,0.05695275661751834
28,Web,0.14450118677161877,0.17627637325899453,0.16210965344014353
29,Web,0.011451348432456128,0.044935519957490955,0.044955557913900226
30,Web,0.13371926527188788,0.29255741733428964,0.204089224897737
31,Web,0.11343527788256555,0.22742290990312525,0.22094153721857818
32,Web,0.11237761465143843,0.20457431876479876,0.1768580367398446
33,Web,0.13235226746067383,0.2403790972034714,0.20304678806880255
34,Web,0.15079752310188002,0.21567496452400947,0.22378708837472122
35,Web,0.15799651788129407,0.18768741483907453,0.1814505173862407
36,Web,0.14462396335150313,0.24543827076798372,0.24825607834034655
37,Web,0.040529605881149414,0.07242386334590689,0.07131878854009874
38,Web,0.07213316667373676,0.06978090265601204,0.07704164555545308
39,Web,0.11073633256846864,0.21350724396863927,0.1636435225559383
40,Legal,0.12695349442201706,0.4429755616188295,0.19916680963658484
41,Legal,0.07573496060907677,0.4935605761122229,0.16842511117131828
42,Legal,0.10652088137710816,0.4580265188337013,0.16758858522317627
43,Legal,0.21118701482986393,0.4054898133599235,0.19250219993364082
44,Legal,0.09546154016041496,0.3839153472656145,0.15802942916066132
45,Legal,0.1524545589944651,0.45694516726911916,0.20262792772475818
46,Legal,0.07820900014496524,0.44506823416191355,0.13975608242190893
47,Legal,0.06526531771462268,0.43065653739571397,0.13369947636035334
48,Legal,0.04457950515698102,0.45122725970644595,0.12270419416989517
49,Legal,0.10380007527350629,0.4017351036831669,0.1783820295837398
50,Legal,0.13321551588262306,0.319156546795215,0.2178696104020342
51,Legal,0.20118081379866445,0.45794961884583063,0.3006923333550655
52,Legal,0.05634937793458439,0.3974456457502394,0.10290747005265899
53,Legal,0.0793559966645045,0.3362170658222109,0.10969010222533566
54,Legal,0.12512202875795336,0.4062205092425678,0.1962636579503319
55,Legal,0.19588628802682548,0.44462204232196667,0.27997019413257257
56,Legal,0.12272664322344037,0.48402549127412364,0.2243736067528333
57,Legal,0.0976336083435011,0.4231330290400942,0.15982048509407246
58,Legal,0.08890040724861162,0.4157371547430129,0.19247139857339876
59,Legal,0.2074558724719895,0.4646256208579387,0.2964671419325283
60,Legal,0.0943533093760401,0.3672617394473675,0.10336594917156974
61,Legal,0.12336812406599389,0.39405895654757533,0.22596854261723354
62,Legal,0.11922641705853523,0.3463608194235644,0.22617482129441407
63,Legal,0.10536620887850287,0.3841989814740302,0.11276175395858287
64,Legal,0.07160830071390464,0.523412774961866,0.18985620552508625
65,Legal,0.09880823659943815,0.44112863337115005,0.18150134282599484
66,Legal,0.1498869925071932,0.48588835168809014,0.40273784374944466
67,Legal,0.08341155524473201,0.4435258314854466,0.1229671468698634
68,Legal,0.14082382761409148,0.4645520158877486,0.18688571588710332
69,Legal,0.10854460824035969,0.5341051585653709,0.22828133949581453
70,Legal,0.1020476093470841,0.4774676382156316,0.12290711846878036
