,Domain,Similarity to TV,Similarity to Legal,Similarity to Web
0,Web,0.0,0.19139765574370943,0.14967871945296796
1,Web,0.0,0.15380052761850055,0.17427104675929397
2,Web,0.0,0.10722899978492753,0.1226517407712642
3,Web,0.0,0.11549882348848187,0.14309788324149922
4,Web,0.010081879946785662,0.04620551585376287,0.059075399532234785
5,Web,0.0,0.09782999045074349,0.1671670256731952
6,Web,0.00894727747561561,0.16963868605542182,0.20298627393714685
7,Web,0.0,0.08975088226328512,0.12525039191368864
8,Web,0.011741547644593345,0.0841884061335398,0.05432650544972713
9,Web,0.03563755098046177,0.21494323270230153,0.19125311823418314
10,Web,0.0,0.020689835485025333,0.030587851903844367
11,Web,0.0,0.09257664733247947,0.0691110744782307
12,Web,0.0,0.11795283033135213,0.10165075341741607
13,Web,0.0,0.1096287311415582,0.104086598785285
14,Web,0.010372362149576823,0.16843780776631329,0.15787211380940738
15,Web,0.0,0.044413348869067455,0.02965795879752568
16,Web,0.0,0.08475521440226072,0.053598027266519924
17,Web,0.0,0.10925055558657355,0.06035858147804481
18,Web,0.0,0.06128235557579152,0.036105049269165614
19,Web,0.0,0.10873336767173569,0.13941298219899376
20,Web,0.0,0.05670064664030078,0.05445359112153579
21,Web,0.008361029246427102,0.11441219138881828,0.08281737513380052
22,Web,0.006120000793759814,0.13648174044623138,0.1482401496811701
23,Web,0.0,0.08643243677063134,0.1180301756399363
24,Web,0.0,0.0980520686593493,0.11488860953895537
25,Web,0.0,0.0885546448343604,0.13004182895544564
26,Web,0.0,0.09211605053725178,0.14442780113453924
27,Web,0.0,0.09739068336753898,0.11893624105946152
28,Web,0.003756030005271231,0.18760369151639192,0.21781572440138192
29,Web,0.0,0.15900764449109933,0.15106177784307445
30,Web,0.0,0.0960231421318701,0.1562845002512369
31,Web,0.0,0.0015761496485404882,0.010786859648623814
32,Web,0.010649549826041809,0.08719152869760141,0.18033716916342407
33,Web,0.0,0.1273236853367991,0.17991998942853038
34,Web,0.0,0.16758752473027705,0.18922114779645086
35,Web,0.0,0.14557794733885202,0.11827942042366388
36,Web,0.0,0.06219629088009395,0.10634795374765005
37,Web,0.012734680545919405,0.11159508197208264,0.15174509869607566
38,Web,0.0,0.14655723120554928,0.1737396363419817
39,Web,0.0,0.04172902948136269,0.041879600681818105
40,Legal,0.0,0.3236147483240017,0.14148710306681975
41,Legal,0.0,0.38994924917004037,0.09921890393047678
42,Legal,0.000135569325478938,0.45556138256779277,0.10707390478185048
43,Legal,0.0,0.3629442150970498,0.052790855238803024
44,Legal,0.0,0.3991088312875175,0.08527070272429169
45,Legal,0.0002933939378285791,0.3968280344579627,0.1324793727989607
46,Legal,0.0,0.33712295508404716,0.14856587370006524
47,Legal,0.0,0.34843448179295633,0.08071398555388039
48,Legal,0.0,0.3009822342317093,0.09254393611116506
49,Legal,0.0,0.28583949073083714,0.10856255947924343
50,Legal,0.0,0.37986354389305677,0.08663765004316981
51,Legal,0.0012123822349291602,0.3114784590652298,0.15182512572872514
52,Legal,0.00041319413586188714,0.31007446732930766,0.16592292892119823
53,Legal,0.0,0.3860056080768556,0.1133711162150715
54,Legal,0.0,0.3447944162541329,0.1369441775114145
55,Legal,0.0,0.23074012880376737,0.0688493281482925
56,Legal,0.0,0.4305279105550358,0.09956522895568679
57,Legal,0.000335012605086404,0.3386343011361805,0.0777233459599398
58,Legal,0.0007794827415430973,0.3793791568328135,0.18620133883078624
59,Legal,0.0,0.2209144015888731,0.06841701747833531
60,Legal,0.0,0.41636023239139475,0.06582222648615363
61,Legal,0.0,0.3816429532389655,0.12386477313415464
62,Legal,0.002418028723563494,0.3990800581444346,0.15821912437335528
63,Legal,0.006738773049173426,0.21193292826665228,0.0595736572816258
64,Legal,0.0,0.4975401607194989,0.06090618553696951
65,Legal,0.0,0.2713848327159063,0.12637111402396534
66,Legal,0.0,0.2529888058788636,0.07245567230098171
67,Legal,0.0003522385742038471,0.2829141762917033,0.18887892598852019
68,Legal,0.0008662357181923739,0.3671534234257229,0.10232620220870414
69,Legal,0.0007329029109319729,0.38288158262807465,0.08646510439023544
70,Legal,0.0,0.3264513729389889,0.08687680369396382
71,Legal,0.0,0.2271895065613092,0.10326282705892402
72,Legal,0.002086264468946358,0.21409117657562646,0.03314306746329374
73,Legal,0.0,0.32506775905219415,0.04583573498866991
74,Legal,0.002570415270793655,0.31008402916513,0.05036450516203933
75,Legal,0.0,0.34538306917450373,0.1462652455181736
76,Legal,0.0007038163889976559,0.32369172981141825,0.18434896902242057
77,Legal,0.0003112517210565599,0.3500377222331255,0.07853911003553593
78,Legal,0.0,0.3992405537332272,0.05226711567283957
79,Legal,0.0010642966335636314,0.43588560840840557,0.06581495900312241
80,TV,0.2523132036525305,0.0009319123079262401,0.0033679209460794972
81,TV,0.20540454867955268,0.0004099095342375264,0.022166951519193838
82,TV,0.32266693090587273,0.0008728715609439697,0.0042830585251109905
83,TV,0.2704013040839095,0.0004819739073653866,0.002715197424007363
84,TV,0.13277556796850593,0.00028112466802435827,0.0
85,TV,0.15297711807118403,0.0005254386678389591,0.0007727827586052961
86,TV,0.18123932043923713,0.002152247781902,0.0011211213233271874
87,TV,0.15114965953288056,0.0,0.0
88,TV,0.3025844027648645,0.00032354233941153004,0.000603527669013207
89,TV,0.24338063642386812,0.0,0.003716511802073817
90,TV,0.3126542389040294,3.828049662649199e-05,0.002694245677250329
91,TV,0.272847730003511,0.0006413995592951256,0.0
92,TV,0.2496179665030874,0.0012074071787865574,0.000828741930164745
93,TV,0.21681080024129148,0.0,0.006298882664975368
94,TV,0.33660714476026327,0.000578731109470401,0.0015211874764983965
95,TV,0.2913490914537935,0.00042587528263454585,0.003367701210266096
96,TV,0.20509157069994907,0.0,0.0034343308728808563
97,TV,0.13548420408670464,0.0,0.0
98,TV,0.32174746706476487,0.0028268836237981725,0.006372203551225726
99,TV,0.17212656965487355,0.0005426559020698167,0.0
100,TV,0.19621518792046538,9.577642424624728e-05,0.0
